Josiah Torrey Smith,1879
James Robinson Boise,1879
Isaac Ray,1879
Joseph Warren Merrill,1880
Sidney Smith Rider,1880
John Woodbury Sawyer,1881
Josiah Nelson Cushing,1881
Francis Wayland,1881
Jonathan Chace,1882
LeBaron Bradford Colt,1882
James Madison Morton,1882
Henry Francis Colby,1882
Albert Hale Plumb,1882
George William Curtis,1882
Henry Simmons Frieze,1882
Horace Gray,1882
Edward Lillie Pierce,1882
Daniel Webster Abercrombie,1883
Alfred Mason Williams,1883
Granville Sharp Abbott,1883
Edward Sumner Atwood,1883
Henry Sweetser Burrage,1883
Azel Dow Cole,1883
Hamilton Barclay Staples,1883
William Henry Bennett,1884
Samuel Lunt Caldwell,1884
William Francis Sayles,1885
Frank Tomlinson Hazelwood,1885
Samuel Sullivan Cox,1885
Frank Woodbridge Cheney,1886
James McWhinnie,1886
James Ormsbee Murray,1886
Stephen Osgood Shepard,1886
George Frederick Wright,1887
James Petigru Boyce,1887
Isaac Grant Wilson,1887
Augustus Woodbury,1888
Benjamin Francis Thurston,1888
David Harvey Goodell,1889
Leontine Lincoln,1889
Henry Grattan Guinness,1889
Robert Henry Thurston,1889
John Brown Francis Herreshoff,1890
William Jones Hoppin,1890
Pardon Elisha Tillinghast,1890
David Hummell Greer,1890
William Henry Spencer,1890
Clarence King,1890
James MacAlister,1890
James Lawrence Bennett,1891
Courtney Langdon,1891
Edward Hume Bucknam,1891
Charles Louis Colby,1891
Royal Chapin Taft,1891
Richard Steere Colwell,1891
John Mahan English,1891
William Williams Keen,1891
Charles Matteson,1891
William Augustus Rogers,1891
Henry Griggs Weston,1891
John Melville Gould,1891
William Vail Kellen,1891
Edward Caldwell Moore,1891
Samuel Thurber,1891
George Fox Tucker,1891
Edward Field,1892
Edwin Eddy Calder,1892
Herbert Warren Ladd,1892
George Frederick Pope,1892
William Marshall Fitts Round,1892
Lucian Sharpe,1892
George Murillo Bartol,1892
James Osgood Andrew Clark,1892
Philip Stafford Moxom,1892
Thomas Harwood Pattison,1892
Nelson Wilmarth Aldrich,1892
Oliver Ames,1892
Franklin Jackson Dickman,1892
William Paine Sheffield,1892
Nathaniel James McCarthy,1892
Joseph Henry Gilmore,1892
Charles Bradford Goff,1892
Arnold Buffum Chace,1892
Oliver Spink Westcott,1892
William Whitman Bailey,1893
Charles Henry Banes,1893
Thomas George Dickson,1893
Lysander Dickerman,1893
Benjamin Allen Greene,1893
George Lyman Locke,1893
Lyman Beecher Tefft,1893
John Summerfield Brayton,1893
James Madison Morton,1893
Richard Olney,1893
William LeBaron Putnam,1893
John Henry Stiness,1893
William Eaton Foster,1893
William Torrey Harris,1893
Elbridge Smith,1893
John Tetlow,1893
Horace Mann Willard,1893
Arthur Lewis Brown,1894
Sarah Elizabeth Doyle,1894
James Leland Howard,1894
Charles Henry Merriman,1894
Erastus Richardson,1894
Joel Herbert Shedd,1894
Thomas Davis Anderson,1894
Thomas Burgess,1894
Reginald Heber Howe,1894
Reuben Thomas Durrett,1894
Arnold Green,1894
Elmer Lawrence Corthell,1894
Ray Greene Huling,1894
William Thane Peck,1894
John Peirce,1894
Seth Jones Axtell,1895
Robert Ludlow Fowler,1895
Lewis George Janes,1895
Theodore Corson Search,1895
Thomas Seymour Barbour,1895
William Herbert Perry Faunce,1895
Julia Josephine Irvine,1895
William Winter,1895
Eli Whitney Blake,1895
Jules Jordan,1895
George Edwin Horr,1896
William Henry Lyon,1896
James Cooley Fletcher,1896
Oscar Solomon Straus,1896
George Miller Sternberg,1896
Horace Sumner Tarbell,1896
James Franklin Collins,1896
Nathanael Greene Herreshoff,1896
Willard Spencer Allen,1897
Elisha Dyer,1897
William Carey Joslin,1897
John Hay,1897
Benjamin Franklin Clarke,1897
David Barnes Ford,1898
Leander Cornelius Manchester,1898
Alphaeus Hyatt,1898
Jesse Macy,1898
Josiah Nelson Cushing,1898
John Russell Bartlett,1898
Adelia Thompson Hillman,1898
Warren Richmond Perce,1898
Frederick Burgess,1899
Josiah Ripley Goddard,1899
Sumner Upham Shearman,1899
Caroline Hazard,1899
Francis Almon Gaskill,1899
William Goddard,1899
Hammond Lamont,1900
Albert Arnold Bennett,1900
Mary Emma Woolley,1900
Elisha Benjamin Andrews,1900
Benjamin Ide Wheeler,1900
John Howard Appleton,1900
Frank Perkins Whitman,1900
Edward Winter Clark,1901
Spenser Byron Messer,1901
Timothy Richard,1901
William Eaton Foster,1901
Nelson Appleton Miles,1901
Hamilton Crawford MacDougall,1901
Daniel Larned Davis Granger,1902
Frederick Roy Martin,1902
George Rice Hovey,1902
William Warren Landrum,1902
Emery Huntington Porter,1902
William Wilberforce Douglas,1902
Frederick Mott,1902
John Byron Diman,1903
James Charles Monaghan,1903
Amos Turner Ashton,1903
Everett Doughty Burr,1903
Edwin Pickett Farnham,1903
Daniel Goodwin,1903
Isaac Nelson Ford,1903
William Vail Kellen,1903
Andrew Jackson Montague,1903
Woodrow Wilson,1903
Theodore Salisbury Woolsey,1903
George Coleman Gow,1903
Frederick Lincoln Anderson,1904
John Henry Mason,1904
Charles Edwin Bennett,1904
William Carey Poland,1904
Irving Berdine Richman,1904
William Neilson McVickar,1904
John Ripley Freeman,1904
Champlin Burrage,1905
William Ashmore,1905
Gibbs Braislin,1905
Edmund Swett Rousmaniere,1905
George Alder Blumer,1905
Edmund James Carpenter,1905
Herman Carey Bumpus,1905
Everett Colby,1906
Frank Stockton Dobbins,1906
George Blinn Francis,1906
Augustus Mendon Lord,1906
Franklin Garrett McKeever,1906
Charles Evans Hughes,1906
Henry Watterson,1906
Horace White,1906
Winslow Upton,1906
Stephen Harris Arnold,1907
John Hope,1907
Charles Frederic Aked,1907
Charles Brown Elder,1907
George Hooper Ferris,1907
Howard Benjamin Grose,1907
Carl Barus,1907
Arthur Lewis Brown,1907
George Frederick Jelly,1907
Wallace Clement Sabine,1907
Fred Davis Aldrich,1908
Sam Walter Foss,1908
James Henry Higgins,1908
Alfred Williams Anthony,1908
Cornelius Samuel Savage,1908
Willis Frye Thomas,1908
Henry Smith Pritchett,1908
Charles Sumner Chapin,1908
Clarence Saunders Brigham,1909
Clarence Augustus Barbour,1909
Arthur Rogers,1909
Gerald Birney Smith,1909
Julia Ward Howe,1909
Frederick Byron Hall,1909
Charles Value Chapin,1909
William Crawford Gorgas,1909
John Brown Francis Herreshoff,1909
Henry Ames Barker,1910
Walter Perley Hall,1910
Daniel Berkeley Updike,1910
William Coleman Bitting,1910
Edward Church Dubois,1910
Samuel Chiles Mitchell,1910
Johann Heinrich von Bernstorff,1910
Charles Frederick Harper,1911
Frank Evans Seagrave,1911
Mary Colman Wheeler,1911
Wilbur Brown Parshley,1911
William Warner Hoppin,1911
Ellen Fitz Pendleton,1911
William Edward Simonds,1911
Charles Nagel,1911
George Grafton Wilson,1911
Homer Jay Wheeler,1911
Sydney Richmond Burleigh,1912
William Colver Hill,1912
Robert Archibald Ashworth,1912
William Sheafe Chase,1912
James DeWolf Perry,1912
Dana Carlton Munro,1912
Lewis Ezra Hicks,1912
Inazo Nitobe,1912
Ezra Ripley Thayer,1912
William Joseph Hussey,1912
Walter Benjamin Briggs,1913
George Dudley Church,1913
Sophronia Maria Elliott,1913
Charles Cotton,1913
Louis Childs Sanford,1913
Richard Miner Vaughan,1913
Moses Clement Gile,1913
Charles McCarthy,1913
William Roscoe Thayer,1913
Alexander Meiklejohn,1913
