Isabel Allende
Bernard Feustman Gimbel
Frank Cyril James
Charles Alvin Jones
Clarence Mahlon Kline
George Michael Leader
Sydney Errington Martin
William McChesney Martin Jr.
George Meany
Mabel Newcomer
Joseph Russell Smith
Lewis Lichtenstein Strauss
Stanley Ferdinand Teele
Alvin Duke Chandler
Thomas Sovereign Gates Jr.
Alfred Whitney Griswold
Mary Gibson Henry
Thomas Malcolm Knox
Simon Smith Kuznets
Henry Cabot Lodge Jr.
Kenjiro Matsumoto
Nathan Marsh Pusey
Alic Halford Smith
Allen Michener Stearne
Otto Struve
Axel Hugo Theorell
Earl Warren
Walter Gordon Whitman
Caleb Canby Balderston
Catherine Drinker Bowen
Leroy Edgar Chapman
Charles Wendell David
Oveta Culp Hobby
George Howe
Karl Spencer Lashley
Franklin David Murphy
William Bradford Shockley
Dag HammarskjØLd
Alfred Bennett Harbage
Robert Henry Ivy
Mervin Joe Kelly
Grayson Louis Kirk
Willis Eugene Lamb Jr.
Joseph Folwell Scull Jr.
Charles Edward Wyzanski Jr.
James Burns Amberson
William Blum
Van Wyck Brooks
Herbert Kurtz Cooper
Milton Stover Eisenhower
Edith Hamilton
Gaylord Probasco Harnwell
Harold Hillenbrand
Edward Hopkinson Jr.
Harry Elmer Humphreys Jr.
Thomas Bayard Mccabe
Robert Thompson Mccracken
Thomas Parran
Elizabeth Kerr Porter
Isidor Schwaner Ravdin
Harold Vincent Smith
Williams Biddle Cadwalader
Frederick Sumner Mckay
Lester Weldon Nelson
Franklin Haines Price
David Sarnoff
Boyd Lee Spahr
William Carlos Williams
Henry Merritt Wriston
Elizabeth Cecelia Berrang
Anne Bezanson
Robin Carl Buerki
Hugh Latimer Dryden
John Sydney Fine
William Howard Fineshriber
Albert Anthony Giesecke
James Rhyne Killian Jr.
Joseph Pennell
Conyers Read
Alfred Hector Williams
Thomas Knight Finletter
Walter Simonds Franklin
Paul Gray Hoffman
Edwin Roulette Keedy
Ernest Minor Patterson
Margie Alice Smith
Paul-Henri Spaak
John Von Neumann
Detlev Wulf Bronk
Ralph Johnson Bunche
John Foster Dulles
William Wilcox Edel
Thomas Ignatius Parkinson
Alfred Henry Sturtevant
Sarah Gibson Blanding
James Francis Byrnes
James Byron Drew
George Keith Funston
Walter Woodburn Hyde
William Bomberger Linn
Esmond Ray Long
John Harrison Minnick
Merle Middleton Odgers
Harold Edward Stassen
Roger Adams
Chester Irving Barnard
Revelle Wilson Brown
Paul Foster Clark
James Creese
James Henderson Duff
Dwight David Eisenhower
Roland Grubb Kent
Charles Summerfield Redding
Lessing Julius Rosenwald
Henry Harley Arnold
Edwin Garrigues Boring
John Dewey
Robert Herndon Fife
Geoffrey Francis Archbishop of Canterbury Fisher
Henry Herbert Goddard
Wolfgang Kohler
William Shaneline Middleton
Julius Robert Oppenheimer
Quo Tai-Chi
Lewis Madison Terman
Henry St. George Tucker
George Woodward
Efrem Zimbalist
George Frederick Zook
Eldridge Lyon Eliason
Alexander Fleming
Virginia Crocheron Gildersleeve
John Flagg Gummere
Fiske Kimball
Edward Felix Kloman
Abraham Aaron Neuman
Samuel Torrey Orton
Walden II Pell
Florence Barbara Seibert
Leslie Richard Severinghaus
Edward Valentine Stanford
Arthur T. Vanderbilt
Harry Shultz Vandiver
Leonard Augustus Yerkes
Milo Frederick Draemel
Charles Francis Jenkins
Jacob Clemens Kolb
George Simpson Koyl
Ralph Barton Perry
Edgar Arthur Singer Jr.
William Loren Batt
Edwin Grant Conklin
Rufus Henry Fitzgerald
Ernest Hutcheson
George Johnson
Edward Martin
George Wendell Maxey
Joyce (Jan Struther) Maxtone-Graham
Mildred Helen Mcafee
John Edwin Pomfret
Henning Webb Prentis Jr.
James Steven Simmons
Vannevar Bush
Rex Stowers Clements
Henry Sandwith Drinker
Douglas Southall Freeman
Oliver James Hart
George Howard Johnson
Robert Livingston Johnson
Ernest Orlando Lawrence
Katharine Elizabeth Mcbride
Remsen Brinckerhoff Ogilby
Edward Kennard Rand
Wilbert Barnes Smith
Adolphus Eugene Watson
Lewis Hill Weed
Archibald Macleish
Felix Muskett Morley
John William Nason
John Joseph Shaw
Sarah Logan Wister Starr
Francis Henry Taylor
Richard Wilson
John Alexander
William Nickerson Bates
William Henry Beveridge
Henry Wolf BiklÉ
Herbert Eugene Bolton
Cornelius Brett Boocock
John Stewart Bryan
Willa Cather
Charles Cestre
William Mansfield Clark
James Bryant Conant
William Henry Donner
Lyman Poore Duff
William James Entwhistle
Etienne Gilson
Evarts Ambrose Graham
Frank Pierrepont Graves
Samuel McClintock Hamill
Lawrence Joseph Henderson
Herbert Clark Hoover
Arthur Charles Howland
Arthur Horace James
John Story Jenks
Herbert Spencer Jennings
Frank Baldwin Jewett
Elizabeth Forrest Johnson
Carl Kelsey
Conrad Newton Lauer
James Pendleton Lichtenberger
William Ezra Lingelbach
Horace Mather Lippincott
Jacques Maritain
Clarence Erwin Mcclung
George Herbert Meeker
Wesley Clair Mitchell
Charles Samuel Myers
Reinhold Niebuhr
George Stewart Patterson
Frederick Logan Paxson
Henry Augustus Pilsbry
William E. Rappard
Fritz Reiner
William Procter Remington
David Riesman
Franklin Delano Roosevelt
John Ahlum Schaeffer
Albert Schinz
Charles Seymour
Hu Shih
Harold Paul Sloan
Philip Clayton Staples
Alexander Jerry Stoddard
Carl Van Doren
Alan John Bayard Wace
Hermann Weyl
James Thomas Young
Charlotte Carr
Ernest Charles Earp
John Louis Haney
Joel Henry Hildebrand
Samuel Frederic Houston
Edward Johnson
William Huestis Keller
Edward Warloch Mumford
Francis Randolph Packard
Josiah Harmar Penniman
William Irwin Schaffer
Joseph Henry Willits
James Rowland Angell
George David Birkhoff
Wollmar Filip Bostrom
Katherine Cornell
Arthur Louis Day
Johannes Sigfrid Edstrom
H.R.H. Crown Prince of Sweden Gustav Adolf
Augustus Noble Hand
Gilbert Newton Lewis
Herbert Meredith Marler
Louis Martin
Thomas Hunt Morgan
John Duncan Spaeth
James Isaac Wendell
Kaj Birket-Smith
Vere Gordon Childe
Martin Withington Clement
Fred Pierce Corson
Edmund Ezra Day
Samuel Smith Drury
Samuel Simeon Fels
Dorothy Annie Elizabeth Garrod
Cordell Hull
John William Kephart
Eugene Ormandy
Florence Rena Sabin
Herbert James Tily
Joseph Wayne Jr.
Lightner Witmer
Gustavus Wynne Cook
Harold Willis Dodds
Joseph Erlanger
Robert Frost
Herbert Spencer Gasser
Richard Knowles
John Campbell Merriam
James Grafton Rogers
Otis Skinner
Walter Brooke Stabler
Isaiah Bowman
Robert Sellers Frazer
Jessie Gray
Learned Hand
Louis Amos Klein
William Mather Lewis
Joshua Bertram Lippincott
Clarence James Marshall
Alfred Edward Newton
Charles Russ Richards
Leunis Van Es
George Woodward Wickersham
John Gabbert Bowman
Edwin Cornelius Broome
Charles Meigs Biddle Cadwalader
Dorothy Harrison Eustis
Ralph Dorn Hetzel
James Noble Rule
William Gibson Spiller
Harlan Fiske Stone
Thomas Whitney Surette
Joseph Sweetman Ames
Arthur Henry Reginald Buller
Charles W. Burr
Samuel Paul Capen
Luther Pfahler Eisenhart
Robert Almer Harper
Milo Hellman
Joseph Hofmann
Horace Howard Furness Jayne
Herbert Spencer Jennings
Abbott Lawrence Lowell
Albert Hawley Lucas
John Valentine Mershon
Leroy Matthew Simpson Miner
Marion Edwards Park
Alfred Rigling
Horace Stern
Charles Root Turner
Frederic James Eugene Woodbridge
Mary Louise Curtis Bok
Benjamin Nathan Cardozo
William Purves Gest
Barton Cooke Hirst
Warren Powers Laird
Roland Sletor Morris
William Pepper
Alfred Newton Richards
Harlow Shapley
Thomas Shaw
Alexander Van Rensselaer
Edgar Douglas Adrian
Charles Ezra Beury
Gilbert Haven Fall
Thomas Sovereign Gates
Solomon Stephen Huebner
Joanna Wharton Lippincott
Horatio Gates Lloyd
George William Mcclelland
Howard Mcclenahan
James DeWolf Perry Jr.
Arthur H. Quinn
George Franklin Rand
Leo Stanton Rowe
Olga Samaroff
Henry Lewis Stimson
Cornelius Weygandt
Daniel Willard
Robert Sessions Woodworth
Henry Newbold Woolman
Cyrus Adler
Edward E. Allen
Clarence Griffin Child
James Francis Cooke
Hugh Smith Cumming
Walter Morley Fletcher
John Marshall Gest
Cheesman Abiah Herrick
Archibald Vivian Hill
James Ramsay Hunt
William Gerry Morgan
Julio Prestes
Theobald Smith
Alfred Stengel
Alonzo Englebert Taylor
Henry Gordon Thunder
Alexander Von Lichtenberg
William Henry Welch
Cyrus E. Woods
Francis Herman Bohlen
Simon Flexner
Herbert Funk Goodrich
Herbert Eugene Ives
Nicholas Longworth
John Vaughan 3rd Merrick
William Ephraim Mikell
William Augustus Redding
Owen Josephus Roberts
James Meschter Anders
Samuel Taylor Bodine
John Stutchell Fisher
Milton Jay Greenman
Eldridge Reeves Johnson
John James Rickard Macleod
Robert Tait Mckenzie
Andrew William Mellon
Effingham Buckley Morris
Frank Brett Noyes
Sir Humphry Davy Bart. Rolleston
Ernest Henry Schelling
Charles Wesley Shreiner
John Edward Zimmerman
Henry Sturgis Dennison
Howard Elliott
Miles Farrow
John Huston Finley
John Ripley Freeman
John Hays Hammond
Josiah Calvin Mccracken
Milton Bennett Medary Jr.
Samuel Edmond Osbourn
Charles Adams Platt
Charles Williamson Richardson
Abraham Simon Wolf Rosenbach
George David Rosengarten
Charles Michael Schwab
Arthur Webster Thompson
Edwin Mood Wilson
Florestan Aguilar
Robert Anderson
George Archibald Brakeley
Alonzo Brown
Olin Howard Burritt
Ernst Cohen
Prince Ginori Conti
Walter Johannes Damrosch
Wilson Eyre
William Henry Gilmour
George Byron Gordon
William Guy
James Colquhoun Irvine
Edward Jackson
Ernst Jessen
Frank Billings Kellogg
Leon Legrain
William Draper Lewis
Louis Childs Madeira Jr.
Dwight Whitney Morrow
Harris Peyton Mosher
Robert Norwood
Walter Robert Parker
Hermann Prinz
Paul Sabatier
Herman Vandenburg Ames
John Ashhurst
Bertrand Dawson
Boyd Edwards
Livingston Farrand
Charles Harrison Frazier
Thomas James Garland
Greville Haslam
John Frederick Lewis
Rudolph Matas
Harry Alexander Matthews
Charles Horace Mayo
John Robbins Mohler
Alfred Newton Richards
Robert William Rogers
John Carew Rolfe
Ray Lyman Wilbur
Hubert Work
Frank Aydelotte
William Henry Bragg
John Joseph Carty
Cyrus Hermann Kotzschmar Curtis
William Charles Lawson Eglin
Charles Fabry
Robert Heywood Fernald
Clarence Stanley Fisher
Walter E. Hering
Charles Merrill Hough
John Henry Maccracken
Richard Beatty Mellon
John Bassett Moore
Charles Algernon Parsons
Harold Pender
James Taggart Priestley
Edwin Wilbur Rice Jr.
Frank Julian Sprague
Edward Rhodes Stitt
Ambrose Swasey
Elihu Thomson
Edward Weston
Anne Hollingsworth Wharton
Stanley Rhoads Yarnall
Pieter Zeeman
John Drew
Richard Mott Gummere
Chevalier Jackson
Kenneth Gordon Matheson
Andrew Jackson Montague
Joseph John Thomson
Sir Henry Worth Thornton
Arthur William Currie
William Duane
Josiah Harmar Penniman
John Joseph Pershing
George Arthur Piersol
Edward Townsend Stotesbury
Robert Von Moschzisker
Theophilous Parsons Chandler
Marie Curie
George Walter Dawson
Herbert Edward Everett
Ferdinand Foch
Hobart Amory Hare
Ernest Martin Hopkins
William Rutherford Mead
James Hartley Merrick
William Romaine Newbold
Paul Shorey
Charles Howard Walker
Albert Jeremiah Beveridge
Thomas Edward Finegan
Edward J. Fox
William Henry Fox
Herbert Adams Gibbons
Robert Johnston
John Muirhead Macfarlane
Leslie William Miller
Alfred Edward Newton
George Boal Orlady
Theodore William Richards
William Sowden Sims
Edgar Fahs Smith
Francis Marion Taitt
Henry Davis Todd Jr.
Louis Cape Washburn
William Wallace Atterbury
Arthur Hopewell-Smith
William Williams Keen
Charles Penrose Keith
John Clark Knox
Edward Martin
Jonathan Willis Martin
Harlan Sherman Miner
Richard Montgomery
Frederick Peterson
Charles Lee Reese
William Cameron Sproul
John Frederick Wolle
Frank Miles Day
Robert Alexander Falconer
Henry Page
James Hosmer Penniman
Robert Judson Aley
William Wistar Comfort
Arthur Maurice Greene Jr.
Zane Grey
Herbert Clark Hoover
Joseph Jacques Césaire Joffre
William Kelly Jr.
Frederic Courtland Penfield
Jacob Gould Schurman
Leopold Stokowski
Charles Franklin Thwing
René Viviani
Henry Galbraith Ward
Jacob Hay Brown
Horace Howard Furness Jr.
Herbert Sherman Houston
Margaret Center Klingelsmith
Samuel Black Mccormick
Charles Karsner Mills
Bliss Perry
Daniel Lincoln Wallace
Edward Hartley Angle
Green Vardiman Black
Truman William Brophy
Edwin Tyler Darby
William Dieck
Edouard Charles Godon
Josiah Settle Graves
John Graver Johnson
Harry Frederick Keller
Edward Cameron Kirk
William Ephraim Mikell
Robert Andrews Millikan
John Howard Mummery
William Simon
Eugene Solomon Talbot
Arthur Newell Talbot
John Wanamaker
John Torrey Windrim
George Edmund Deschweinitz
Sydney George Fisher
John Augustus William Haas
Morris Jastrow Jr.
Lucien Lee Kinsolving
Hugo Albert Rennert
Nathan Christ Schaeffer
Henry Harbaugh Apple
Paul Philippe Cret
Edward Vincent D'Invilliers
Henry Pomeroy Davison
George Washington Goethals
Phillips Lee Goldsborough
Emory Richard Johnson
Henry Spackman Pancoast
George Morris Philips
Henry Phipps
Edward Tyson Reichert
Witmer Stone
Edward Livingston Trudeau
Alexander Crever Abbott
Edwin Anderson Alderman
John Cadwalader
Louis Adolphus Duhring
Carl Hering
John Grier Hibben
George Woolsey Hodge
Horace Harmon Lurton
William James Mayo
Philip Mercer Rhinelander
Edward Robins
Joseph Swain
James Tyson
Edward Potts Cheyney
Walton Clark
Henry Sturgis Drinker
Basil Lanneau Gildersleeve
Charles Custis Harrison
Warren Powers Laird
Thomas Riley Marshall
Veranus Alva Moore
James DeWolf Perry Jr.
